icms_mt;;;
108934495;;;
98850599;;;
102621881;;;
107848945;;;
112187163;;;
112418937;;;
120065330;;;
120253113;;;
117237628;;;
123483217;;;
122203140;;;
114844613;;;
108245957;;;
95676962;;;
97250005;;;
126499723;;;
103050264;;;
115381523;;;
123979162;;;
114990864;;;
119405979;;;
120697908;;;
119456865;;;
111277332;;;
114030424;;;
112887822;;;
107550042;;;
116400085;;;
119970981;;;
112610533;;;
122183474;;;
129596122;;;
135480604;;;
127136845;;;
115742353;;;
117173214;;;
113448656;;;
102259704;;;
110321435;;;
112046333;;;
112862397;;;
128766660;;;
133150066;;;
133405570;;;
158240757;;;
150377839;;;
152521341;;;
139910932;;;
143677549;;;
127151585;;;
134052961;;;
160330826;;;
151479192;;;
152875680;;;
166551211;;;
179069043;;;
168887316;;;
162026890;;;
160558325;;;
168240036;;;
149621742;;;
135096609;;;
150081292;;;
168435822;;;
156899127;;;
153763018;;;
157730097;;;
165114938;;;
155258708;;;
148788104;;;
157964280;;;
160974242;;;
151748412;;;
128472226;;;
158864356;;;
159502028;;;
148702707;;;
138077421;;;
153455728;;;
157213255;;;
162116245;;;
167607749;;;
168187372;;;
161306229;;;
156375130;;;
145907040;;;
153300862;;;
168152959;;;
159383630;;;
161284870;;;
164982924;;;
168266724;;;
160755867;;;
172894480;;;
177297085;;;
172960253;;;
159409345;;;
156558412;;;
177628314;;;
175143106;;;
193688473;;;
173640226;;;
189992514;;;
180950510;;;
188111147;;;
189109506;;;
186999553;;;
176842598;;;
170988374;;;
164268912;;;
169096254;;;
171119220;;;
169601018;;;
189805483;;;
194939165;;;
199044642;;;
205397053;;;
214999510;;;
191360216;;;
198153745;;;
197974329;;;
174317211;;;
190403086;;;
202232831;;;
190053778;;;
187323821;;;
191265401;;;
179324505;;;
181395534;;;
174591682;;;
199422799;;;
187471460;;;
181299443;;;
145390943;;;
177223394;;;
203756395;;;
184228849;;;
192689379;;;
189589862;;;
196830603;;;
206398968;;;
196026617;;;
201906336;;;
187609448;;;
204392360;;;
173237033;;;
197968577;;;
211969741;;;
207379002;;;
202887287;;;
200726356;;;
200763921;;;
206889170;;;
213436833;;;
231874740;;;
211082501;;;
210280082;;;
197660846;;;
210326735;;;
229030786;;;
217114771;;;
212409398;;;
222344682;;;
217085500;;;
219309687;;;
214279280;;;
220392468;;;
214906883;;;
223566973;;;
191299822;;;
182756215;;;
234056549;;;
208865135;;;
225573698;;;
225919721;;;
226887644;;;
230895656;;;
241299525;;;
229538284;;;
221738255;;;
209343775;;;
205349567;;;
214686856;;;
244830456;;;
216902807;;;
220511348;;;
230083961;;;
219498283;;;
224497009;;;
228448526;;;
226408550;;;
189738483;;;
220388320;;;
203174989;;;
225542989;;;
235635122;;;
223090823;;;
220757661;;;
230415975;;;
219381693;;;
218898945;;;
231003833;;;
244125377;;;
225789363;;;
210471934;;;
219145773;;;
249787540;;;
257547241;;;
226397864;;;
236040628;;;
243052933;;;
246943994;;;
290162099;;;
273580660;;;
281077189;;;
284133048;;;
242364809;;;
239669825;;;
271203321;;;
288480949;;;
259486207;;;
235741947;;;
287656967;;;
292058023;;;
289490092;;;
262030036;;;
261673359;;;
247704083;;;
211687845;;;
255459463;;;
273378025;;;
282941477;;;
250002445;;;
224729589;;;
256649992;;;
297013557;;;
254648921;;;
293700192;;;
317710996;;;
189738483;;;
267613195;;;
317356767;;;
297380545;;;
271523165;;;
232973591;;;
258559988;;;
282688210;;;
283418739;;;
278387317;;;
290506640;;;
288382789;;;
271140597;;;
